razao_social_osc, nome_fantasia_osc, natureza_juridica, ano_inicio, classe_atividade_economica, subclasse_atividade_economica, bairro, area_atuacao, subarea_atuacao
CONTEMPORANEA - PROJETOS CULTURAIS,NÃO INFORMADO,Associação Privada,2005.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,APARECIDA,Desenvolvimento e defesa de direitos,Outros
SOCIEDADE DE MELHORAMENTOS DA RUA TIRO NAVAL E VILA PEDREIRA,NÃO INFORMADO,Associação Privada,2009.0,NÃO INFORMADO,NÃO INFORMADO,MORRO DO MONTE SERRAT,Outras atividades associativas,Associações de atividades não especificadas anteriormente
MINISTERIO EVANGELICO MISSIONARIOS DA PAZ,MINISTERIO EVANGELICO MISSIONARIOS DA PAZ,Associação Privada,2009.0,NÃO INFORMADO,NÃO INFORMADO,304,Religião,Religião
GREMIO RECREATIVO CULTURAL E CARNAVALESCO INDEPENDENTE DO SIQUEIRA,INDEPENDENTE DO SIQUEIRA,Associação Privada,2009.0,NÃO INFORMADO,NÃO INFORMADO,MACUCO,Cultura e recreação,Cultura e arte
CONVENCAO DOS MINISTROS DAS ASSEMBLEIAS DE DEUS DO MINISTERIO DE SANTOS E OUTROS - COMADEMIS,COMADEMIS,Associação Privada,2009.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,ENCRUZILHADA,Religião,Religião
GREMIO RECREATIVO CULTURAL ESCOLA DE SAMBA CAMISA ALVINEGRA,NÃO INFORMADO,Associação Privada,2009.0,NÃO INFORMADO,NÃO INFORMADO,RADIO CLUBE,Cultura e recreação,Esporte e recreação
ASSOCIACAO DOS MORADORES E AMIGOS DA PONTA DA PRAIA,NÃO INFORMADO,Associação Privada,2009.0,NÃO INFORMADO,NÃO INFORMADO,PONTA DA PRAIA,Cultura e recreação,Cultura e arte
ASSOCIACAO DE PAIS PRO CRIACAO CASA LAR PARA PESSOAS COM DEFICIENCIA INTELECTUAL,NÃO INFORMADO,Associação Privada,2010.0,NÃO INFORMADO,NÃO INFORMADO,MARAPE,Outras atividades associativas,Associações de atividades não especificadas anteriormente
CORAL GREGORIANO DE SANTOS - CGS,CORAL GREGORIANO DE SANTOS,Organização Religiosa,2010.0,NÃO INFORMADO,NÃO INFORMADO,EMBARE,Religião,Religião
ALCOTAXI - ASSOCIACAO LIVRE DE CONDUTORES TAXISTAS,ALCOTAXI - ASSOCIACAO LIVRE DE CONDUTORES TAXISTAS,Associação Privada,2010.0,NÃO INFORMADO,NÃO INFORMADO,PONTA DA PRAIA,"Associações patronais, profissionais e de produtores rurais",Associações profissionais
IGREJA BATISTA NACIONAL DE SANTOS,IGREJA BATISTA NACIONAL DE SANTOS,Organização Religiosa,2011.0,NÃO INFORMADO,NÃO INFORMADO,GONZAGA,Religião,Religião
LIGA DAS ATLETICAS DA BAIXADA SANTISTA,LIGA DAS ATLETICAS DA BAIXADA SANTISTA,Associação Privada,2012.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,Outras atividades associativas,Associações de atividades não especificadas anteriormente
COMUNIDADE CRISTA DE ITANHAEM,COMUNIDADE CRISTA DE ITANHAEM EM SANTOS,Associação Privada,2012.0,NÃO INFORMADO,NÃO INFORMADO,AREIA BRANCA,Religião,Religião
ASSOCIACAO DE AMIGOS DO SITIO SERINGUEIRAS,ASSOCIACAO DE AMIGOS DO SITIO SERINGUEIRAS,Associação Privada,2012.0,NÃO INFORMADO,NÃO INFORMADO,QUILOMBO,Outras atividades associativas,Associações de atividades não especificadas anteriormente
ASSOCIACAO BENEFICENTE FAMILIA EM CRISTO,NÃO INFORMADO,Associação Privada,2012.0,NÃO INFORMADO,NÃO INFORMADO,APARECIDA,Desenvolvimento e defesa de direitos,Outros
GREMIO RECREATIVO CULTURAL ESCOLA DE SAMBA UNIDOS DA BAIXADA,NÃO INFORMADO,Associação Privada,2012.0,NÃO INFORMADO,NÃO INFORMADO,JARDIM CASTELO,Cultura e recreação,Cultura e arte
SANTOS BADMINTON CLUBE,SBC,Associação Privada,2013.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRO,Cultura e recreação,Esporte e recreação
"ASSOCIACAO AMIGOS DO FUTEBOL, PRAIA E SAMBA DO GONZAGA","ASSOCIACAO AMIGOS DO FUTEBOL, PRAIA E SAMBA DO GONZAGA",Associação Privada,2015.0,NÃO INFORMADO,NÃO INFORMADO,GONZAGA,Outras atividades associativas,Associações de atividades não especificadas anteriormente
ASSOCIACAO PENIEL DE CANELEIRA,PENIEL CANELEIRA,Associação Privada,2015.0,NÃO INFORMADO,NÃO INFORMADO,CANELEIRA,Desenvolvimento e defesa de direitos,Outros
LIGA DESPORTIVA DO LITORAL PAULISTA,NÃO INFORMADO,Associação Privada,2015.0,NÃO INFORMADO,NÃO INFORMADO,VILA BELMIRO,Cultura e recreação,Esporte e recreação
MOVIMENTO DE ARQUIBANCADA PUNK SANTISTA,MOVIMENTO DE ARQUIBANCADA PUNK SANTISTA,Associação Privada,2016.0,NÃO INFORMADO,NÃO INFORMADO,MARAPE,Cultura e recreação,Esporte e recreação
GRUPO ESCOTEIRO SERRA DO MAR,GRUPO ESCOTEIRO SERRA DO MAR,Associação Privada,2012.0,NÃO INFORMADO,NÃO INFORMADO,ESTUARIO,Desenvolvimento e defesa de direitos,Outros
INSTITUTO DAVID AMANDA NAYARA CASSIANA RICARDO ELZA PABLO,INSTITUTO DANCREP,Associação Privada,2015.0,NÃO INFORMADO,NÃO INFORMADO,GONZAGA,Cultura e recreação,Esporte e recreação
PROJETO AMIGOS DE BRACOS ABERTO,PROJETO AMIGOS DE BRACOS ABERTO,Associação Privada,2016.0,NÃO INFORMADO,NÃO INFORMADO,CASTELO,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO DOS LOJISTAS DO THE BLUE SHOPPING,NÃO INFORMADO,Associação Privada,2016.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,"Associações patronais, profissionais e de produtores rurais",Associações empresariais e patronais
ASSOCIACAO PROJETO UP,PROJETO UP,Associação Privada,2016.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,Outras atividades associativas,Associações de atividades não especificadas anteriormente
"ORGANIZACAO SOCIAL, CULTURAL, ARTISTICA E PEDAGOGICA - SONHO DO MENINO REI",SONHO DO MENINO REI,Associação Privada,2015.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Cultura e recreação,Esporte e recreação
CONSELHO DA COMUNIDADE ESPANHOLA DA BAIXADA SANTISTA,NÃO INFORMADO,Associação Privada,1994.0,"Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental","Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental",CAMPO GRANDE,Saúde,Outros serviços de saúde
LIGA SANTISTA DE CICLISMO,NÃO INFORMADO,Associação Privada,1988.0,NÃO INFORMADO,NÃO INFORMADO,MARAPE,Cultura e recreação,Esporte e recreação
IGREJA TABERNACULO EVANGELICO DE JESUS,CASA DA BENCAO DE DEUS,Organização Religiosa,1976.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATIAS,Religião,Religião
ASSOC PROP CENT TEL COND SAO SEBASTIAO,NÃO INFORMADO,Associação Privada,1995.0,NÃO INFORMADO,NÃO INFORMADO,SABOO,Desenvolvimento e defesa de direitos,Outros
GRUPO DE TERCEIRA VISAO DE SANTOS,NÃO INFORMADO,Associação Privada,1995.0,NÃO INFORMADO,NÃO INFORMADO,PONTA DA PRAIA,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO CULTURAL LUZ E VIDA - A.C.L.V.,NÃO INFORMADO,Associação Privada,1996.0,NÃO INFORMADO,NÃO INFORMADO,ENCRUZILHADA,Outras atividades associativas; Outros,Associações de atividades não especificadas anteriormente
A S A ASSOCIACAO SANTISTA DE ARTESOES,A S A,Associação Privada,1996.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO MOVIMENTO JUVENTUDE,NÃO INFORMADO,Associação Privada,1995.0,NÃO INFORMADO,NÃO INFORMADO,JD. RADIO CLUBE,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO FRANCO ROTELLI,NÃO INFORMADO,Associação Privada,1992.0,Atividades de organizações associativas ligadas à cultura e à arte,Atividades de organizações associativas ligadas à cultura e à arte,PAQUETA,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO DOS FIEIS DE ARMAZEM PORTUARIO,AFAP,Associação Privada,1991.0,NÃO INFORMADO,NÃO INFORMADO,APARECIDA,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO DAS EMPRESAS SANEADORAS DA BAIXADA SANTISTA ASABS,ASABS,Associação Privada,1997.0,NÃO INFORMADO,NÃO INFORMADO,ESTUARIO,Desenvolvimento e defesa de direitos,Outros
NUCLEO DE MULHERES INDEPENDENTES DO ESTADO DE SAO PAULO,NÃO INFORMADO,Associação Privada,1992.0,NÃO INFORMADO,NÃO INFORMADO,PONTA DA PRAIA,Desenvolvimento e defesa de direitos,Outros
SANTA MARIA ATLETICO CLUBE,NÃO INFORMADO,Associação Privada,1993.0,NÃO INFORMADO,NÃO INFORMADO,SABOO,Desenvolvimento e defesa de direitos,Outros
CENTRO ACADEMICO ALEXANDRE DE GUSMAO,CAAG,Associação Privada,1993.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,Desenvolvimento e defesa de direitos,Outros
GRUPO CIENTIFICO RAMATIS,GRUPO DO RAMAL DE SANTOS,Associação Privada,1994.0,NÃO INFORMADO,NÃO INFORMADO,VILA NOVA,Desenvolvimento e defesa de direitos,Outros
GREGON-GREMIO RECREATIVO E ESPORTIVO DOS FUNCIONARIOS DO BANESPA GONZAGA,GREGON,Associação Privada,1997.0,NÃO INFORMADO,NÃO INFORMADO,GONZAGA,Cultura e recreação,Esporte e recreação
COMPANHIA TEATRAL CENICOMANIA,NÃO INFORMADO,Associação Privada,1997.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,Saúde,Outros serviços de saúde
MINISTERIO EVANGELICO CRISTO E A RESPOSTA,CRISTO E A RESPOSTA,Associação Privada,1982.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,BOQUEIRAO,Religião,Religião
IGREJA BATISTA EBENEZER,NÃO INFORMADO,Associação Privada,1982.0,NÃO INFORMADO,NÃO INFORMADO,BOM RETIRO,Religião,Religião
TENDA ESPIRITA DE UMBANDA IMACULADA CONCEICAO OXUM,NÃO INFORMADO,Associação Privada,1972.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,VILA NOVA,Religião,Religião
ASSOC EX-ALUNOS FACULDADE CATOLICA DE DIREITO DE SANTOS,AEXFACADIS,Associação Privada,1993.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,Desenvolvimento e defesa de direitos,Outros
OBRA SOCIAL SINOS DE BELEM DE AMPARO E PROMOCAO,NÃO INFORMADO,Associação Privada,1989.0,NÃO INFORMADO,NÃO INFORMADO,BAIRRO DO SABOO,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO DOS CORREDORES DE RUA E PRAIA DA BAIXADA SANTISTA - CORREBAS,CORREBAS,Associação Privada,1998.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,Desenvolvimento e defesa de direitos,Outros
CARAVELAS CLUB,NÃO INFORMADO,Associação Privada,1976.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Cultura e recreação,Esporte e recreação
ASSOCIACAO DESPORTIVA UNIPAR CARBOCLORO,NÃO INFORMADO,Associação Privada,1987.0,NÃO INFORMADO,NÃO INFORMADO,PONTA DA PRAIA,Cultura e recreação,Esporte e recreação
CLUBE DE CASTORES DE SANTOS BRAS CUBAS,NÃO INFORMADO,Associação Privada,1979.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO DESPORTIVA CLASSISTA MOINHO SANTISTA,NÃO INFORMADO,Associação Privada,1979.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Cultura e recreação,Esporte e recreação
SOCIEDADE DE MELHORAMENTOS DO BAIRRO DA CANELEIRA,NÃO INFORMADO,Associação Privada,1979.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,CANELEIRA,Desenvolvimento e defesa de direitos,Outros
T E U FE FORCA E CARIDADE,NÃO INFORMADO,Associação Privada,1980.0,NÃO INFORMADO,NÃO INFORMADO,MERCADO,Religião,Religião
SOCIEDADE DE MELHORAMENTO DO JARDIM SAO MANOEL,NÃO INFORMADO,Associação Privada,1980.0,NÃO INFORMADO,NÃO INFORMADO,JARDIM SAO MANOEL,Desenvolvimento e defesa de direitos,Outros
SOCIEDADE UNIVERSITARIA DE SANTOS,SUSAN CAMPUS BANDEIRANTE II,Associação Privada,1987.0,NÃO INFORMADO,NÃO INFORMADO,APARECIDA,Educação e pesquisa; Outras atividades associativas,Associações de atividades não especificadas anteriormente
SOCIEDADE PRO MELHORAMENTOS LAZER E ESPORTES DO CONJUNT,O RESIDENCIAL DALE COUTINHO,Associação Privada,1981.0,NÃO INFORMADO,NÃO INFORMADO,JARDIM CASTELO,Desenvolvimento e defesa de direitos,Outros
GRUPO ESPIRITA IRMA ANGELINA,NÃO INFORMADO,Fundação Privada,1981.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Religião,Religião
SOCIEDADE AMIGOS DE SAO LOURENCO,NÃO INFORMADO,Associação Privada,1984.0,NÃO INFORMADO,NÃO INFORMADO,JARDIM SAO LOURENCO,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO COMERCIAL DOS TRANSPORTADORES AUTONOMOS,ASSOCIACAO COMERCIAL DOS TRANSPORTADORES AUTONOMOS,Associação Privada,1995.0,NÃO INFORMADO,NÃO INFORMADO,PONTA DA PRAIA,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO SHORIN RYU KARATE DO DA ZONA NOROESTE,NÃO INFORMADO,Associação Privada,1984.0,NÃO INFORMADO,NÃO INFORMADO,JARDIM CASTELO,Cultura e recreação,Esporte e recreação
GREMIO RECREATIVO SEAWAYS,NÃO INFORMADO,Associação Privada,1984.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Cultura e recreação,Esporte e recreação
TERR AFRO BRAS ILE DE IEMANJA E DO CAB JOAO DAS MATAS,NÃO INFORMADO,Associação Privada,1985.0,NÃO INFORMADO,NÃO INFORMADO,VILA SAO JORGE,Desenvolvimento e defesa de direitos,Outros
TOURING CLUB DO BRASIL,NÃO INFORMADO,Associação Privada,1981.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Outras atividades associativas; Outros,Associações de atividades não especificadas anteriormente
ASSOCIACAO BRASILEIRA DE ENFERMAGEM,ABEN,Associação Privada,1971.0,NÃO INFORMADO,NÃO INFORMADO,Não informado,Desenvolvimento e defesa de direitos,Outros
CEPHAM CENTRO DE ESTUDOS E PESQUISAS HOMEOPATICAS PROF. DR. ANGEL MINOTTI,NÃO INFORMADO,Associação Privada,1999.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Cultura e recreação,Cultura e arte
IGREJA CRISTA APOSTOLICA RENASCER EM CRISTO,RENASCER,Organização Religiosa,1994.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATIAS,Religião,Religião
IGREJA EVANGELICA PENTECOSTAL O BRASIL PARA CRISTO REGIAO CENTRAL DE SANTOS,O BRASIL PARA CRISTO,Associação Privada,1978.0,NÃO INFORMADO,NÃO INFORMADO,CAMPO GRANDE,Religião,Religião
ASSOCIACAO DESPORTIVA CLASSISTA ELETROPAULO-SANTOS,A D C ELETRPAULO SANTOS,Associação Privada,1990.0,NÃO INFORMADO,NÃO INFORMADO,MORRO NOVA CINTRA,Cultura e recreação,Esporte e recreação
LOJA MACONICA PESQUISADORES DA LUZ,NÃO INFORMADO,Associação Privada,1995.0,NÃO INFORMADO,NÃO INFORMADO,VILA BELMIRO,Desenvolvimento e defesa de direitos; Religião,Religião
SOCIEDADE DE MELHORAMENTOS DO BAIRRO DE CARUARA,NÃO INFORMADO,Associação Privada,1986.0,NÃO INFORMADO,NÃO INFORMADO,BERTIOGA,Cultura e recreação,Esporte e recreação
SOCIEDADE ECOLOGICA BRASILEIRA,SOCIEDADE ECOLOGICA BRASILEIRA,Associação Privada,1990.0,NÃO INFORMADO,NÃO INFORMADO,GONZAGA,Cultura e recreação,Esporte e recreação
SPORT TAEKWONDO CLUBE,NÃO INFORMADO,Associação Privada,1991.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,Cultura e recreação,Esporte e recreação
ASSOCIACAO DOS MORADORES DA VILA PANTANAL,NÃO INFORMADO,Associação Privada,1998.0,NÃO INFORMADO,NÃO INFORMADO,SABOO,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO DE APOIO AO DIABETICO,A A D,Associação Privada,1987.0,NÃO INFORMADO,NÃO INFORMADO,APARECIDA,Desenvolvimento e defesa de direitos,Outros
CLUBE DE REGATAS VASCO DA GAMA,NÃO INFORMADO,Associação Privada,1970.0,"Clubes sociais, esportivos e similares","Clubes sociais, esportivos e similares",PONTA DA PRAIA,Cultura e recreação,Esporte e recreação
ACADEMIA FEMININA DE CIENCIAS LETRAS E ARTES DE SANTOS,AFCLAS,Associação Privada,1989.0,NÃO INFORMADO,NÃO INFORMADO,GONZAGA,Desenvolvimento e defesa de direitos,Outros
CLUBE RECREATIVO COMERCIAL,CLUBE RECREATIVO COMERCIAL,Associação Privada,2000.0,NÃO INFORMADO,NÃO INFORMADO,CAMPO GRANDE,Cultura e recreação,Esporte e recreação
GRUPO ESPIRITA MENSAGEIROS DO AMOR E DA CARIDADE,NÃO INFORMADO,Associação Privada,1999.0,NÃO INFORMADO,NÃO INFORMADO,EMBARE,Religião,Religião
LAR ESPIRITA FRATERNIDADE,NÃO INFORMADO,Associação Privada,1970.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,ENCRUZILHADA,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO DESPORTIVA CLASSISTA SANTISTA A,NÃO INFORMADO,Associação Privada,1976.0,NÃO INFORMADO,NÃO INFORMADO,PAQUETA,Desenvolvimento e defesa de direitos,Outros
AMAZONAS CLUBE,NÃO INFORMADO,Associação Privada,1967.0,NÃO INFORMADO,NÃO INFORMADO,CAMPO GRANDE,Cultura e recreação,Esporte e recreação
ASSOCIACAO ESPIRITA BENEFICIENTE ANJO DA GUARDA,NÃO INFORMADO,Associação Privada,1970.0,NÃO INFORMADO,NÃO INFORMADO,PAQUETA,Religião,Religião
ASSOCIACAO DE SURF DE BERTIOGA,ASSUB,Associação Privada,1989.0,NÃO INFORMADO,NÃO INFORMADO,JARDIM ALBATROZ,Cultura e recreação,Esporte e recreação
DIMEC PRAIA CLUBE,NÃO INFORMADO,Associação Privada,1970.0,NÃO INFORMADO,NÃO INFORMADO,MACUCO,Cultura e recreação,Esporte e recreação
SOCIEDADE AMIGOS DO BAIRRO JOSE MENINO,NÃO INFORMADO,Associação Privada,1990.0,NÃO INFORMADO,NÃO INFORMADO,JOSE MENINO,Desenvolvimento e defesa de direitos,Outros
CONSELHO DE CAVALEIROS KADOSCH JERUSALEM CELESTE,NÃO INFORMADO,Associação Privada,1986.0,NÃO INFORMADO,NÃO INFORMADO,VL NOVA,Desenvolvimento e defesa de direitos,Outros
LOJA MACONICA CIDADE DE SANTOS N 2281,CIDADE DE SANTOS,Associação Privada,1987.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,VILA NOVA,Desenvolvimento e defesa de direitos; Religião,Religião
ASSOCIACAO FILANTROPICA INDEPENDENTE DE SANTOS AFIS,AFIS,Associação Privada,1987.0,NÃO INFORMADO,NÃO INFORMADO,PONTA DA PRAIA,Desenvolvimento e defesa de direitos,Outros
PANATHLON CLUBE DE SANTOS,NÃO INFORMADO,Associação Privada,1989.0,NÃO INFORMADO,NÃO INFORMADO,ENCRUZILHADA,Desenvolvimento e defesa de direitos,Outros
GRUPO ESPERANCA PARA O TOXICOMANO - GESTO,NÃO INFORMADO,Associação Privada,1998.0,NÃO INFORMADO,NÃO INFORMADO,PONTA DA PRAIA,Assistência social,Assistência social
CLUBE TRICANAS DE COIMBRA,NÃO INFORMADO,Associação Privada,1979.0,NÃO INFORMADO,NÃO INFORMADO,CAMPO GRANDE,Cultura e recreação,Esporte e recreação
CLUBE ATLETICO SANTISTA,NÃO INFORMADO,Associação Privada,1968.0,NÃO INFORMADO,NÃO INFORMADO,ENCRUZILHADA,Cultura e recreação,Esporte e recreação
IRMANDADE DE NOSSA SENHORA DO ROSARIO,NÃO INFORMADO,Associação Privada,1970.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Religião,Religião
ASSOCIACAO DAS DONAS DE CASA E CONSUMIDORES DO ESTADO DE SAO PAULO,NÃO INFORMADO,Associação Privada,1999.0,NÃO INFORMADO,NÃO INFORMADO,JOSE MENINO,Desenvolvimento e defesa de direitos,Outros
AUGUSTA E RESPEITAVEL LOJA MACONICA SIMBOLICA JOAO OTAVIO DOS SANTOS,NÃO INFORMADO,Associação Privada,1995.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Desenvolvimento e defesa de direitos; Religião,Religião
LIGA SANTISTA DE MALHA DE BORRACHA,NÃO INFORMADO,Associação Privada,1999.0,NÃO INFORMADO,NÃO INFORMADO,CAMPO GRANDE,Cultura e recreação,Esporte e recreação
BRASIL FUTEBOL CLUBE,NÃO INFORMADO,Associação Privada,1997.0,NÃO INFORMADO,NÃO INFORMADO,GONZAGA,Desenvolvimento e defesa de direitos,Outros
"ASSOCIACAO BENEFICIENTE DOS CONSERTADORES DE CARGA E DESCARGA NOS PORTOS SANTOS, S.VICENTE, GUARUJ E S. SEBASTIAO",NÃO INFORMADO,Associação Privada,1968.0,NÃO INFORMADO,NÃO INFORMADO,MACUCO,Outras atividades associativas; Outros,Associações de atividades não especificadas anteriormente
MISSAO DOS MARINHEIROS NORUEGUESES,NÃO INFORMADO,Associação Privada,1970.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,PONTA DA PRAIA,Religião,Religião
FUNDACAO CAVACO RUAS-FUNCAR,NÃO INFORMADO,Fundação Privada,1990.0,NÃO INFORMADO,NÃO INFORMADO,MARAPE,Desenvolvimento e defesa de direitos,Outros
FEITICO PRAIA CLUBE,NÃO INFORMADO,Associação Privada,1997.0,NÃO INFORMADO,NÃO INFORMADO,ESTUARIO,Desenvolvimento e defesa de direitos,Outros
FEDERACAO PAULISTA DE SURF,FPS,Associação Privada,1999.0,NÃO INFORMADO,NÃO INFORMADO,MACUCO,Desenvolvimento e defesa de direitos,Outros
CENTRO DOS ESTUDANTES DE SANTOS,NÃO INFORMADO,Associação Privada,1985.0,NÃO INFORMADO,NÃO INFORMADO,ENCRUZILHADA,Desenvolvimento e defesa de direitos,Outros
IGREJA EVANGELICA REUNIDAS EM CRISTO JESUS,NÃO INFORMADO,Associação Privada,1988.0,NÃO INFORMADO,NÃO INFORMADO,JARDIM SANTA MARIA,Religião,Religião
ASSOCIACAO CRISTA BENEFICENTE EURIPEDES BARSANULFO,NÃO INFORMADO,Associação Privada,1983.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Educação e pesquisa,Educação infantil
CLUBE ATLANTICO,NÃO INFORMADO,Associação Privada,1970.0,NÃO INFORMADO,NÃO INFORMADO,JOSE MENINO,Cultura e recreação,Esporte e recreação
LIONS CLUBE DE SANTOS SUL,NÃO INFORMADO,Associação Privada,1970.0,NÃO INFORMADO,NÃO INFORMADO,VL MATIAS,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO ATLETICA ACAD.ARNALDO VIEIRA DE CARVALHO,A. A. A. MEDICINA SANTOS,Associação Privada,1990.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,Desenvolvimento e defesa de direitos,Outros
CENTRO ESTUDOS POLITICOS ECONOMICOS E SOCIAIS,CEPES,Associação Privada,1989.0,NÃO INFORMADO,NÃO INFORMADO,EMBARE,Saúde,Outros serviços de saúde
LIONS CLUBE SANTOS LESTE,NÃO INFORMADO,Associação Privada,1970.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,Desenvolvimento e defesa de direitos,Outros
UNIAO SHORIN-RYU KARATE-DO BRASIL,NÃO INFORMADO,Associação Privada,1991.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Cultura e recreação,Esporte e recreação
ASSOCIACAO VERITAS DE SANTOS,NÃO INFORMADO,Associação Privada,2000.0,NÃO INFORMADO,NÃO INFORMADO,PAQUETA,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO DE ESTUDOS ESPIRITAS ''FRANCISCO DE ASSIS'',NÃO INFORMADO,Associação Privada,1970.0,NÃO INFORMADO,NÃO INFORMADO,MACUCO,Religião,Religião
BLOCO PATUSCO RAPARIGAS DO ULTIMO GOLE,NÃO INFORMADO,Associação Privada,1989.0,NÃO INFORMADO,NÃO INFORMADO,GONZAGA,Cultura e recreação,Esporte e recreação
ASSOCIACAO PAULISTA DE EPIDEMIOLOGIA E CONTROLE DE INFECCAO RELACIONADA A ASSISTENCIA A SAUDE - APECIH,APECIH,Associação Privada,1998.0,NÃO INFORMADO,NÃO INFORMADO,JABAQUARA,Desenvolvimento e defesa de direitos,Outros
FLUMINENSE ATLETICO CLUBE,NÃO INFORMADO,Associação Privada,1971.0,NÃO INFORMADO,NÃO INFORMADO,APARECIDA,Cultura e recreação,Esporte e recreação
ALIA / ASSOCIACAO LIBERTARIA DA INFANCIA E ADOLESCENCIA - PROMOCAO E DEFESA DA CIDADANIA ATIVA,ALIA,Associação Privada,2000.0,NÃO INFORMADO,NÃO INFORMADO,GONZAGA,Desenvolvimento e defesa de direitos,Outros
"MISSAO VIDA, EVANGELIZACAO E MISSOES",VEM-VIDA EVANGELIZACAO E MISSOES,Fundação Privada,2000.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO COMUNITARIA GENESIS,NÃO INFORMADO,Associação Privada,2001.0,NÃO INFORMADO,NÃO INFORMADO,ALEMOA,Desenvolvimento e defesa de direitos,Outros
FUNDACAO DO GRUPO DE USUARIOS DE PLANOS DE SAUDE,NÃO INFORMADO,Associação Privada,2001.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Outras atividades associativas; Outros,Associações de atividades não especificadas anteriormente
AGENCIA NACIONAL DE DESENVOLVIMENTO E ACAO SOCIAL,AGENDAS BRASIL,Associação Privada,2001.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO DE MOCHILEIROS E AVENTUREIROS DO BRASIL,AMABR,Associação Privada,2000.0,NÃO INFORMADO,NÃO INFORMADO,CAMPO GRANDE,Desenvolvimento e defesa de direitos,Outros
IGREJA BATISTA PALAVRA VIVA DE SANTOS,NÃO INFORMADO,Associação Privada,2001.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Religião,Religião
COMUNIDADE MISSIONARIA MAANAIM,NÃO INFORMADO,Organização Religiosa,2001.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,MACUCO,Religião,Religião
LIGA SANTISTA DE VOLEIBOL,NÃO INFORMADO,Associação Privada,2001.0,NÃO INFORMADO,NÃO INFORMADO,GONZAGA,Cultura e recreação,Esporte e recreação
